name,domain,mx,grade,dmarc_policy,dmarc_pct,dmarc_reporting,spf_mode,dkim_found,note,spf,dmarc
Scotland Neck,townofscotlandneck.com,True,MONITOR_ONLY,none,100,yes,hardfail (-all),default,,v=spf1 ip4:18.218.239.99 mx a ip4:69.16.238.125 -all,v=DMARC1; p=none; rua=mailto:9xj5l7qp@ag.dmarcian.com;
Seaboard,townofseaboardnc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Seagrove,townofseagrove.org,True,NO_DMARC,NONE,,,neutral (?all),dkim,,v=spf1 ip4:66.96.128.0/18 include:websitewelcome.com ?all,
Sedalia,sedalianc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Selma,selma-nc.com,True,MONITOR_ONLY,none,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:spfa.cpmails.com include:_spf.psm.knowbe4.com include:spf.protection.outlook.com include:_spf.selma-nc_com._d.easydmarc.pro -all,v=DMARC1; p=none; rua=mailto:dmarc-reports@selma-nc.com; ruf=mailto:dmarc-reports@selma-nc.com
Seven Devils,sevendevilsnc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarcreports@sevendevilsnc.gov
Seven Springs,townofsevensprings.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Shallotte,townofshallotte.org,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:_spf.google.com ~all,
Sharpsburg,sharpsburgnc.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),none of common selectors,,v=spf1 mx ip4:173.95.10.64/26 ip4:54.240.62.215 ip4:54.240.62.216 ~all,v=DMARC1; p=none; rua=mailto:msp-dmarc@cocentral.com
Shelby,cityofshelby.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),"selector1,s1,s2",,v=spf1 ip4:204.84.163.238 ip4:143.244.111.176 ip4:143.244.111.179 ip4:143.244.111.174 ip4:143.244.111.180 ip4:204.84.163.242 ip4:204.84.163.243 include:spf.protection.outlook.com ~all,v=DMARC1; p=none;fo=1; rua=mailto:dmarc_agg@vali.email;
Siler City,silercity.gov,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spf.protection.outlook.com include:_spf-us.ppe-hosted.com ~all,
Simpson,villageofsimpsonnc.com,True,ENFORCED_QUARANTINE,quarantine,100,no,hardfail (-all),"selector1,selector2,default",,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine;
Sims,townofsimsnc.gov,True,ENFORCED_REJECT,reject,100,yes,no all mechanism,"selector1,selector2",,v=spf1 redirect=townofsimsnc.gov.spf.sophosdmarc.net,"v=DMARC1; p=reject; rua=mailto:a.dmezkqk2@reports.sophosdmarc.net,mailto:support@ipmcomputers.com"
Smithfield,smithfield-nc.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),selector1,,v=spf1 ip4:23.176.24.231 a mx include:spf.protection.outlook.com include:_spf-us.ppe-hosted.com a:dispatch-us.ppe-hosted.com ~all,v=DMARC1;p=none;pct=100;rua=mailto:vc3admin@smithfield-nc.com;ruf=mailto:vc3admin@smithfield-nc.com;ri=86400;aspf=r;adkim=r;fo=1;
Snow Hill,snowhillnc.com,True,NO_DMARC,NONE,,,softfail (~all),dkim,,v=spf1 include:_spf.google.com ~all,
Southern Pines,southernpines.net,True,MONITOR_ONLY,none,100,yes,softfail (~all),selector1,,v=spf1 a:mail.southernpines.net a:mail2.southernpines.net mx:sppl.net mx:southernpines.net ip4:184.0.156.194 ip4:204.85.17.15 ~all,v=DMARC1; p=none; ruf=mailto:dqadmin@southernpines.net; rua=mailto:dqadmin@southernpines.net; adkim=r; aspf=r; fo=1
Southern Shores,southernshores-nc.gov,True,ENFORCED_REJECT,reject,100,yes,softfail (~all),selector1,,v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email
Southport,cityofsouthport.gov,True,NO_DMARC,NONE,,,softfail (~all),"s1,s2",,v=spf1 include:spf.protection.outlook.com ~all,
Sparta,townofsparta.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com include:spf.us.emailservice.io -all,
Spencer,spencernc.gov,True,ENFORCED_QUARANTINE,quarantine,100,no,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; pct=100
Spindale,spindalenc.net,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Spring Hope,springhope.net,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com -all,
Spring Lake,townofspringlake.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Spruce Pine,sprucepine-nc.gov,True,ENFORCED_QUARANTINE,quarantine,100,no,hardfail (-all),"selector1,selector2",,v=spf1 ip4:38.113.1.0/24 ip4:38.113.20.0/24 ip4:65.254.224.0/19 include:websitewelcome.com include:spf.protection.outlook.com include:_spf.mailersend.net -all,v=DMARC1; p=quarantine;
St. Helena,villageofsthelena.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 ip4:162.215.122.118 ip4:129.121.177.73 +a +mx +ip4:108.165.20.47 +include:websitewelcome.com ~all,
St. James,townofstjamesnc.org,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 mx ~all,
St. Pauls,stpaulsnc.gov,True,NO_DMARC,NONE,,,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com -all,
Stallings,stallingsnc.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),selector2,,v=spf1 include:spf.protection.outlook.com ip4:70.34.35.220/32 -all,v=DMARC1; p=quarantine; rua=mailto:dmarcreports@stallingsnc.org
Stanfield,stanfieldnc.gov,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Stanley,townofstanley.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Stantonsburg,townofstantonsburg.com,True,MONITOR_ONLY,none,100,yes,hardfail (-all),none of common selectors,,v=spf1 ip4:173.95.10.101 mx include:spf.protection.outlook.com -all,v=DMARC1; p=none; rua=mailto:msp-dmarc@cocentral.com
Star,starnc.gov,True,NO_DMARC,NONE,,,neutral (?all),default,,v=spf1 a mx ptr include:bluehost.com ?all,
Statesville,statesvillenc.net,True,MONITOR_ONLY,none,100,yes,softfail (~all),selector1,,v=spf1 include:spf.protection.outlook.com ip4:72.15.244.234 ip4:149.72.227.46 include:spf.greatmail.com ~all,v=DMARC1; p=none; rua=mailto:dmarc@statesvillenc.net
Stedman,townofstedman.com,True,MONITOR_ONLY,none,100,no,softfail (~all),selector1,,v=spf1 include:spf.protection.outlook.com include:relay.mailchannels.net ~all,v=DMARC1; p=none;
Stem,stemnc.org,True,NO_DMARC,NONE,,,softfail (~all),default,,v=spf1 +a +mx +ip4:3.20.189.156 include:sendgrid.net ~all,
Stokesdale,stokesdale.org,True,ENFORCED_QUARANTINE,quarantine,100,no,softfail (~all),"selector1,selector2",,v=spf1 include:_spf-usg2.ppe-hosted.com include:secureserver.net ~all,v=DMARC1; p=quarantine
Stoneville,stonevillenc.org,True,NO_DMARC,NONE,,,softfail (~all),google,,v=spf1 include:_spf.google.com ~all,
Stovall,stovallnc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Sugar Mountain,seesugar.com,True,ENFORCED_QUARANTINE,quarantine,100,no,softfail (~all),google,,v=spf1 include:dc-aa8e722993._spfm.seesugar.com ~all,v=DMARC1; p=quarantine;
Summerfield,summerfieldnc.gov,True,MONITOR_ONLY,none,100,no,softfail (~all),selector2,,v=spf1 ip4:70.61.117.14 include:spf.protection.outlook.com ~all,v=DMARC1; p=none
Sunset Beach,sunsetbeachnc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com a:mail.avenet.net -all,
Surf City,surfcitync.gov,True,MONITOR_ONLY,none,10,yes,no all mechanism,"selector1,default",,v=spf1 redirect=surfcitync.gov.hosted.spf-report.com,v=DMARC1; p=none; rua=mailto:0055b11a@mxtoolbox.dmarc-report.com; ruf=mailto:0055b11a@forensics.dmarc-report.com; fo=1; pct=10
Swansboro,swansboro-nc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Swepsonville,swepsonvillenc.com,True,NO_DMARC,NONE,,,MULTIPLE (invalid),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Sylva,townofsylva.org,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),selector2,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1;  p=reject; rua=mailto:b3bbd60254ec438aa90b1fc5339e2cfe@dmarc-reports.cloudflare.net
Tabor City,townoftaborcity.org,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Tarboro,tarboro-nc.com,True,MONITOR_ONLY,none,100,no,softfail (~all),selector1,,v=spf1 mx a ip4:206.107.106.57 ip4:206.107.106.58 ip4:208.180.151.165 ip4:208.180.151.163 ip4:204.84.167.212 ip4:204.84.167.214 include:spf.protection.outlook.com ~all,v=DMARC1; p=none; fo=1; adkim=r; aspf=r
Taylorsville,taylorsvillenc.com,True,NO_DMARC,NONE,,,softfail (~all),default,,v=spf1 ip4:205.251.153.146 +a +mx +ip4:205.251.138.122 +ip4:205.251.155.219 +include:spf.protection.outlook.com ~all,
Taylortown,taylortownnc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Thomasville,thomasville-nc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com include:amazonses.com include:usb._netblocks.mimecast.com ip4:74.114.64.241 ip4:74.114.66.241 ip4:216.237.226.194 -all,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc-reports@thomasville-nc.gov; ruf=mailto:dmarc-failures@thomasville-nc.gov; fo=1
Tobaccoville,tobaccovillenc.org,True,NO_DMARC,NONE,,,softfail (~all),default,,v=spf1 ip4:162.241.217.99 a mx include:websitewelcome.com ~all,
Topsail Beach,topsailbeachnc.gov,True,ENFORCED_REJECT,reject,100,no,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; sp=reject; adkim=s; aspf=s;
Trent Woods,trentwoodsnc.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),selector1,,v=spf1 a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com ~all,v=DMARC1; p=quarantine; rua=mailto:admin@trentwoodsnc.org
Trenton,townoftrenton.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 a:dispatch-us.ppe-hosted.com include:secureserver.net -all,
Trinity,trinity-nc.gov,True,NO_DMARC,NONE,,,hardfail (-all),dkim,,v=spf1 include:spf.protection.outlook.com -all,
Troutman,troutmannc.gov,True,MONITOR_ONLY,none,100,yes,softfail (~all),"selector1,selector2",,v=spf1 include:_spf.google.com include:us._netblocks.mimecast.com include:spf.protection.outlook.com ~all,v=DMARC1; p=none; rua=mailto:b14315b23f544110ae19431e0dfde297@dmarc-reports.cloudflare.net
Troy,troy.nc.us,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; sp=reject; aspf=r; adkim=r; pct=100; rua=mailto:rtpservice@troync.onmicrosoft.com
Tryon,tryonnc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Turkey,townofturkeync.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Unionville,unionvillenc.org,True,MONITOR_ONLY,none,100,no,softfail (~all),none of common selectors,,v=spf1 IP4:162.120.186.76 IP4:24.88.38.36 include:unionvillenc-org.email.web.vc3.com include:spf.protection.outlook.com include:_spf.psm.knowbe4.com Include:_spf-us.ppe-hosted.com ~all,v=DMARC1; p=none
Valdese,valdesenc.gov,True,MONITOR_ONLY,none,100,yes,hardfail (-all),none of common selectors,,v=spf1 include:spf.em.secureserver.net include:spf.protection.outlook.com -all,v=DMARC1; p=none; rua=mailto:dmarc_rua@onsecureserver.net
Vanceboro,vanceboronc.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Vandemere,vandemerenc.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Varnamtown,townofvarnamtown.gov,True,ENFORCED_REJECT,reject,100,no,hardfail (-all),"google,selector1,selector2,k1,default,dkim,mail,s1,s2,everlytickey1,mandrill,smtp",,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; sp=reject; adkim=s; aspf=s;
Vass,townofvassnc.gov,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Waco,townofwaco.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Wade,wadenc.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spf.registeredsite.com include:spf.cloudus.oxcs.net ~all,
Wadesboro,wadesboronc.gov,True,MONITOR_ONLY,none,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:spf.protection.outlook.com include:spf.ess.barracudanetworks.com -all,v=DMARC1; p=none; rua=mailto:dmccoy@wadesboronc.gov
Wagram,townofwagram.net,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:emailsrvr.com ~all,
Wake Forest,wakeforestnc.gov,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),"s1,s2",,v=spf1 ip4:64.91.224.38 ip4:67.227.229.161 ip4:104.152.224.62 ip4:207.54.87.206 ip4:23.90.99.92 ip:149.72.147.186 ip:167.89.101.239 include:mailgun.org a:23.90.99.92.spf.hc5180-36.iphmx.com a:207.54.87.206.spf.hc5180-36.iphmx.com include:spf-us.emailsignatures365.com include:hgncloud.com include:_spf.samanage.com include:spf.protection.outlook.com include:squarespace-mail.com -all,"v=DMARC1; p=reject; rua=mailto:8380ec15e250440aab3341b8c8f9eb62@dmarc-reports.cloudflare.net,mailto:dmarc@wakeforestnc.gov"
Walkertown,townofwalkertown.us,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Wallace,wallacenc.gov,True,MONITOR_ONLY,none,100,no,hardfail (-all),selector1,,v=spf1 include:_spf.mailersend.net include:spf.protection.outlook.com -all,v=DMARC1; pct=100; p=none
Wallburg,townofwallburg.com,True,NO_DMARC,NONE,,,softfail (~all),default,,v=spf1 +a +mx +ip4:50.6.160.27 +include:websitewelcome.com ~all,
Walnut Cove,townofwalnutcove.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Walnut Creek,walnutcreeknc.com,True,NO_DMARC,NONE,,,softfail (~all),selector1,,v=spf1 include:_spf-usg1.ppe-hosted.com include:secureserver.net ~all,
Warrenton,warrenton.nc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),"selector1,s1,s2",,v=spf1 include:spf.protection.outlook.com include:secureserver.net -all,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc-reports@warrenton.nc.gov; ruf=mailto:dmarc-reports@warrenton.nc.gov
Warsaw,townofwarsawnc.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Washington,washingtonnc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),none of common selectors,,v=spf1 mx a ip4:208.180.158.167/32 ip4:208.180.158.62/32 ip4:209.222.82.0/21 ip4:208.180.158.163/32 include:spf.protection.outlook.com include:spf.ess.barracudanetworks.com -all,v=DMARC1; p=quarantine; rua=mailto:dmarc@washingtonnc.gov; ruf=mailto:dmarc@washingtonnc.gov; rf=afrf; fo=1; pct=100
Washington Park,townofwashingtonpark.com,True,ENFORCED_QUARANTINE,quarantine,100,no,softfail (~all),none of common selectors,,v=spf1 include:sendersrv.com a mx ip4 ip4:198.251.89.114 ~all,v=DMARC1;p=quarantine
Watha,townofwathanc.com,True,ENFORCED_REJECT,reject,100,yes,softfail (~all),none of common selectors,,v=spf1 include:_spf-us.ionos.com ~all,v=DMARC1; p=reject; rua=mailto:abuse@townofwathanc.com; ruf=mailto:abuse@townofwathanc.com; fo=1; adkim=s; aspf=s; pct=100; rf=afrf; ri=86400; sp=reject
Waxhaw,waxhaw.com,True,MONITOR_ONLY,none,100,no,hardfail (-all),selector2,,v=spf1 include:spf.protection.outlook.com include:spf.exclaimer.net include:amazonses.com include:8048177.spf04.hubspotemail.net -all,v=DMARC1; p=none;
Waynesville,waynesvillenc.gov,True,NO_DMARC,NONE,,,hardfail (-all),selector2,,v=spf1 include:spf.mailjet.com include:spf1.emailsecurity.app include:spf.protection.outlook.com -all,
Weaverville,weavervillenc.org,True,MONITOR_ONLY,none,100,yes,hardfail (-all),default,,v=spf1 include:_spf.mlsend.com a mx ip4:68.115.193.114 include:spf.integritive.com include:spf.protection.outlook.com -all,v=DMARC1;  p=none; rua=mailto:de331f615b5848e4947fa21fc0ed307c@dmarc-reports.cloudflare.net
Webster,townofwebster.org,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Weddington,townofweddington.com,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),selector2,,v=spf1 ip4:64.91.224.38 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; rua=mailto:dmarcreports@townofweddington.com
Weldon,historicweldonnc.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),"selector1,selector2",,v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email
Wendell,townofwendellnc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:spf.protection.outlook.com include:amazonses.com a:dispatch-us.ppe-hosted.com -all,v=DMARC1; p=quarantine; rua=mailto:admin@townofwendell.com
Wentworth,townofwentworth.com,True,NO_DMARC,NONE,,,hardfail (-all),dkim,,v=spf1 include:spf.protection.outlook.com -all,
Wesley Chapel,wesleychapelnc.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
West Jefferson,townofwj.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Whispering Pines,vwpnc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com -all,
Whitakers,townofwhitakers.org,True,NO_DMARC,NONE,,,neutral (?all),none of common selectors,,v=spf1 a mx ptr ip4:173.95.10.94 ip4:173.95.10.80 ?all,
White Lake,whitelakenc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 ip4:24.199.213.242 include:spf.protection.outlook.com -all,
Whiteville,whitevillenc.gov,True,MONITOR_ONLY,none,100,no,hardfail (-all),"s1,s2",,v=spf1 ip4:174.46.207.1/24 ip4:174.46.206.1/24 ip4:209.49.183.1/24 ip4:209.49.182.1/24 include:spf.protection.outlook.com include:whitevillenc-gov.email.web.vc3.com -all,v=DMARC1;p=none;
Whitsett,whitsettnc.com,True,NO_DMARC,NONE,,,hardfail (-all),selector1,,v=spf1 include: secureserver.net include:spf.protection.outlook.com -all,
Wilkesboro,wilkesboronc.org,True,MONITOR_ONLY,none,100,no,hardfail (-all),"selector1,selector2,default",,v=spf1 ip4:70.32.23.108 include:spf.supercp.com +a +mx +ip4:70.32.23.105 +ip4:70.32.23.19 +ip4:34.210.27.200 +include:spf.protection.outlook.com +include:amazonses.com -all,v=DMARC1; p=none;
Williamston,townofwilliamston.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Wilmington,wilmingtonnc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com include:enotify.visioninternet.com ip4:35.80.141.6 ip4:44.229.121.55 ip4:192.254.121.248 ip4:12.77.220.42 ip4:96.10.2.130 include:amazonses.com include:14cu8hy4h.spf.checkpoint-spf.com -all,v=DMARC1; p=quarantine;ruf=mailto:cityofwilmington@us.cp-dmarc.com; rua=mailto:cityofwilmington@us.cp-dmarc.com;
Wilson,wilsonnc.org,True,NO_DMARC,NONE,,,hardfail (-all),selector1,,v=spf1 ip4:173.209.177.0/24 ip4:208.85.135.7/32 ip4:4.78.147.148/32 a:mailout.wilsonnc.org a:smtp1.wilsonnc.org include:amazonses.com include:spf.protection.outlook.com include:usb._netblocks.mimecast.com -all,
Wilson's Mills,wilsonsmillsnc.org,True,PARTIAL,quarantine,90,yes,hardfail (-all),selector2,policy quarantine applied to only 90% of mail,v=spf1 IP4:75.182.217.94 include:spf.protection.outlook.com include:wilsonsmillsnc-org.email.web.vc3.com -all,v=DMARC1;p=quarantine;pct=90;rua=mailto:dmarc@wilsonsmillsnc.org;ruf=mailto:dmarc@wilsonsmillsnc.org;ri=86400;fo=1;
Windsor,windsornc.com,True,MONITOR_ONLY,none,100,no,softfail (~all),none of common selectors,,v=spf1 include:_spf-us.ionos.com ~all,v=DMARC1; p=none
Winfall,townofwinfall.org,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spf.registeredsite.com include:spf.cloudus.oxcs.net ~all,
Wingate,townofwingatenc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Winston-Salem,cityofws.org,True,ENFORCED_REJECT,reject,100,yes,no all mechanism,"selector1,s1,s2",,v=spf1 redirect=cityofws.org.hosted.spf-report.com,v=DMARC1; p=reject; rua=mailto:a95983d9@mxtoolbox.dmarc-report.com; ruf=mailto:a95983d9@forensics.dmarc-report.com; fo=1; pct=100
Winterville,wintervillenc.com,True,MONITOR_ONLY,none,90,yes,softfail (~all),selector2,,v=spf1 a:dispatch-us.ppe-hosted.com include:winterville-nc.email.web.vc3.com include:spf.protection.outlook.com include:_spf.psm.knowbe4.com ~all,v=DMARC1;p=none;pct=90;rua=mailto:dmarc@wintervillenc.com;ruf=mailto:dmarc@wintervillenc.com;ri=86400;fo=1;
Winton,townofwinton.org,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Woodfin,woodfin-nc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Woodland,townofwoodlandnc.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Wrightsville Beach,townofwrightsvillebeach.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Yadkinville,yadkinville.org,True,NO_DMARC,NONE,,,hardfail (-all),selector2,,v=spf1 ip4:67.213.46.248 include:spf.protection.outlook.com include:yadkinville-org.email.web.vc3.com -all,
Yanceyville,yanceyvillenc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Youngsville,youngsvillenc.gov,True,ENFORCED_QUARANTINE,quarantine,100,no,hardfail (-all),default,,v=spf1 +a +mx +ip4:104.160.240.50 include:spf.protection.outlook.com -all,v=DMARC1;p=quarantine;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400
Zebulon,townofzebulon.org,True,NO_DMARC,NONE,,,hardfail (-all),"selector1,s1,s2",,v=spf1 townofzebulon-org.email.web.vc3.com a include:spf.protection.outlook.com -all,
